	********* Load flat Linux image *********
[linux-diag] retired=1040000 pc=0x000001610e
[linux-diag] retired=1050000 pc=0x000001616e
[linux-diag] retired=1060000 pc=0x0000016112
[linux-diag] retired=1070000 pc=0x00000160ec
[linux-diag] retired=1080000 pc=0x0000016182
6[linux-diag] retired=1090000 pc=0x0000013210
[linux-diag] retired=1100000 pc=0x000001671c
[linux-diag] retired=1110000 pc=0x00000160e4
[linux-diag] retired=1120000 pc=0x000001620a
[linux-diag] retired=1130000 pc=0x0000016142
[linux-diag] retired=1140000 pc=0x000000acbe
[linux-diag] retired=1150000 pc=0x00000168ee
[linux-diag] retired=1160000 pc=0x00000160a4
[linux-diag] retired=1170000 pc=0x0000016182
[linux-diag] retired=1180000 pc=0x00000160b6
[linux-diag] retired=1190000 pc=0x0000016194
[linux-diag] retired=1200000 pc=0x000001615a
[linux-diag] retired=1210000 pc=0x0000016288
[linux-diag] retired=1220000 pc=0x00000160e8
[linux-diag] retired=1230000 pc=0x00000160a4
[linux-diag] retired=1240000 pc=0x0000016060
[linux-diag] retired=1250000 pc=0x000001615a
[linux-diag] retired=1260000 pc=0x00000160cc
[linux-diag] retired=1270000 pc=0x000001623e
[linux-diag] retired=1280000 pc=0x00000160fc
[linux-diag] retired=1290000 pc=0x0000016184
[linux-diag] retired=1300000 pc=0x00000160e8
[linux-diag] retired=1310000 pc=0x00000161b2
[linux-diag] retired=1320000 pc=0x000000acc8
[linux-diag] retired=1330000 pc=0x00000160e0
[linux-diag] retired=1340000 pc=0x00000160b2
[linux-diag] retired=1350000 pc=0x00000160f4
[linux-diag] retired=1360000 pc=0x000001611a
[linux-diag] retired=1370000 pc=0x00000160e0
[linux-diag] retired=1380000 pc=0x000000acc6
[linux-diag] retired=1390000 pc=0x0000016234
[linux-diag] retired=1400000 pc=0x0000016348
[linux-diag] retired=1410000 pc=0x00000160cc
[linux-diag] retired=1420000 pc=0x000001622c
[linux-diag] retired=1430000 pc=0x0000016638
[linux-diag] retired=1440000 pc=0x00000160c8
[linux-diag] retired=1450000 pc=0x0000016172
[linux-diag] retired=1460000 pc=0x000001615a
[linux-diag] retired=1470000 pc=0x00000162a8
[linux-diag] retired=1480000 pc=0x0000016146
[linux-diag] retired=1490000 pc=0x0000016112
[linux-diag] retired=1500000 pc=0x00000160ba
[linux-diag] retired=1510000 pc=0x0000016162
[linux-diag] retired=1520000 pc=0x000001622c
[linux-diag] retired=1530000 pc=0x00000160c8
[linux-diag] retired=1540000 pc=0x00000168b8
[linux-diag] retired=1550000 pc=0x00000132d8
[linux-diag] retired=1560000 pc=0x000000ac10
[linux-diag] retired=1570000 pc=0x00000160c8
[linux-diag] retired=1580000 pc=0x000001629c
[linux-diag] retired=1590000 pc=0x00000160a8
[linux-diag] retired=1600000 pc=0x000001612e
[linux-diag] retired=1610000 pc=0x000000aab0
[linux-diag] retired=1620000 pc=0x000000abf6
[linux-diag] retired=1630000 pc=0x000000abfa
[linux-diag] retired=1640000 pc=0x000000abf4
[linux-diag] retired=1650000 pc=0x00000160f4
[linux-diag] retired=1660000 pc=0x00000160be
[linux-diag] retired=1670000 pc=0x0000016176
[linux-diag] retired=1680000 pc=0x0000016226
[linux-diag] retired=1690000 pc=0x0000016182
[linux-diag] retired=1700000 pc=0x0000016214
[linux-diag] retired=1710000 pc=0x000001612e
[linux-diag] retired=1720000 pc=0x0000007cfe
[linux-diag] retired=1730000 pc=0x000000acac
[linux-diag] retired=1740000 pc=0x0000016132
[linux-diag] retired=1750000 pc=0x00000160e0
[linux-diag] retired=1760000 pc=0x000001613e
[linux-diag] retired=1770000 pc=0x00000162d4
[linux-diag] retired=1780000 pc=0x00000160e8
[linux-diag] retired=1790000 pc=0x00000160ba
[linux-diag] retired=1800000 pc=0x0000016166
[linux-diag] retired=1810000 pc=0x0000016180
[linux-diag] retired=1820000 pc=0x000001617c
[linux-diag] retired=1830000 pc=0x0000016122
[linux-diag] retired=1840000 pc=0x000001616e
[linux-diag] retired=1850000 pc=0x0000016202
[linux-diag] retired=1860000 pc=0x0000016146
[linux-diag] retired=1870000 pc=0x0000016218
[linux-diag] retired=1880000 pc=0x00000160c4
[linux-diag] retired=1890000 pc=0x00000160ec
[linux-diag] retired=1900000 pc=0x0000016678
[linux-diag] retired=1910000 pc=0x0000016174
[linux-diag] retired=1920000 pc=0x00000160d6
[linux-diag] retired=1930000 pc=0x0000016656
[linux-diag] retired=1940000 pc=0x000001664e
[linux-diag] retired=1950000 pc=0x00000160d6
[linux-diag] retired=1960000 pc=0x0000016122
[linux-diag] retired=1970000 pc=0x0000016172
[linux-diag] retired=1980000 pc=0x000001616a
[linux-diag] retired=1990000 pc=0x000001690a
[linux-diag] retired=2000000 pc=0x000001623e
[linux-diag] retired=2010000 pc=0x00000160a6
[linux-diag] retired=2020000 pc=0x00000160a8
[linux-diag] retired=2030000 pc=0x000001603c
[linux-diag] retired=2040000 pc=0x0000016390
[linux-diag] retired=2050000 pc=0x0000016136
[linux-diag] retired=2060000 pc=0x0000016176
[linux-diag] retired=2070000 pc=0x0000016312
[linux-diag] retired=2080000 pc=0x00000160ba
[linux-diag] retired=2090000 pc=0x000001622a
[linux-diag] retired=2100000 pc=0x000001620c
[linux-diag] retired=2110000 pc=0x0000016176
[linux-diag] retired=2120000 pc=0x000001613e
[linux-diag] retired=2130000 pc=0x00000160b6
[linux-diag] retired=2140000 pc=0x00000161f6
[linux-diag] retired=2150000 pc=0x0000016108
[linux-diag] retired=2160000 pc=0x0000016174
[linux-diag] retired=2170000 pc=0x0000016218
[linux-diag] retired=2180000 pc=0x0000018528
[linux-diag] retired=2190000 pc=0x00000133dc
[linux-diag] retired=2200000 pc=0x00000133b0
[linux-diag] retired=2210000 pc=0x0000013270
[linux-diag] retired=2220000 pc=0x0000013d42
[linux-diag] retired=2230000 pc=0x000000ac1c
[linux-diag] retired=2240000 pc=0x00000130d8
[linux-diag] retired=2250000 pc=0x0000013e38
[linux-diag] retired=2260000 pc=0x00000132f0
[linux-diag] retired=2270000 pc=0x00000132d6
[linux-diag] retired=2280000 pc=0x00000133ce
[linux-diag] retired=2290000 pc=0x000001320a
[linux-diag] retired=2300000 pc=0x00000132b2
[linux-diag] retired=2310000 pc=0x000000ac1c
[linux-diag] retired=2320000 pc=0x0000012f7a
[linux-diag] retired=2330000 pc=0x00000133bc
[linux-diag] retired=2340000 pc=0x00000133d4
[linux-diag] retired=2350000 pc=0x000000ac42
[linux-diag] retired=2360000 pc=0x00000132be
[linux-diag] retired=2370000 pc=0x00000130c8
[linux-diag] retired=2380000 pc=0x0000004ca4
[linux-diag] retired=2390000 pc=0x00000132c6
[linux-diag] retired=2400000 pc=0x00000133d4
[linux-diag] retired=2410000 pc=0x000000ac1c
[linux-diag] retired=2420000 pc=0x0000012a12
[linux-diag] retired=2430000 pc=0x000000ac14
[linux-diag] retired=2440000 pc=0x00000132ca
[linux-diag] retired=2450000 pc=0x00000132e6
[linux-diag] retired=2460000 pc=0x00000133e2
[linux-diag] retired=2470000 pc=0x0000013396
[linux-diag] retired=2480000 pc=0x00000132e2
[linux-diag] retired=2490000 pc=0x00000133c4
[linux-diag] retired=2500000 pc=0x000000ac24
[linux-diag] retired=2510000 pc=0x000000ac18
[linux-diag] retired=2520000 pc=0x0000013222
[linux-diag] retired=2530000 pc=0x000000ac40
[linux-diag] retired=2540000 pc=0x0000013220
[linux-diag] retired=2550000 pc=0x00000132be
[linux-diag] retired=2560000 pc=0x000000ac18
[linux-diag] retired=2570000 pc=0x000000ac1c
[linux-diag] retired=2580000 pc=0x0000013272
[linux-diag] retired=2590000 pc=0x00000132f0
[linux-diag] retired=2600000 pc=0x00000132e0
[linux-diag] retired=2610000 pc=0x000000ac16
[linux-diag] retired=2620000 pc=0x000000abfa
[linux-diag] retired=2630000 pc=0x000000abf4
[linux-diag] retired=2640000 pc=0x0000016162
[linux-diag] retired=2650000 pc=0x0000015fe0
[linux-diag] retired=2660000 pc=0x0000016204
[linux-diag] retired=2670000 pc=0x0000016152
[linux-diag] retired=2680000 pc=0x00000160e4
[linux-diag] retired=2690000 pc=0x00000167e6
[linux-diag] retired=2700000 pc=0x0000016152
[linux-diag] retired=2710000 pc=0x0000016138
[linux-diag] retired=2720000 pc=0x0000016104
[linux-diag] retired=2730000 pc=0x0000016280
[linux-diag] retired=2740000 pc=0x000001615e
[linux-diag] retired=2750000 pc=0x0000016206
[linux-diag] retired=2760000 pc=0x00000160fc
[linux-diag] retired=2770000 pc=0x0000015fd2
[linux-diag] retired=2780000 pc=0x0000016142
[linux-diag] retired=2790000 pc=0x000001614a
[linux-diag] retired=2800000 pc=0x00000160e4
[linux-diag] retired=2810000 pc=0x000001612e
[linux-diag] retired=2820000 pc=0x0000016204
[linux-diag] retired=2830000 pc=0x000001614a
[linux-diag] retired=2840000 pc=0x0000016174
[linux-diag] retired=2850000 pc=0x000001617c
[linux-diag] retired=2860000 pc=0x00000160ba
[linux-diag] retired=2870000 pc=0x00000160d6
[linux-diag] retired=2880000 pc=0x00000168e4
[linux-diag] retired=2890000 pc=0x00000162b4
[linux-diag] retired=2900000 pc=0x00000160c2
[linux-diag] retired=2910000 pc=0x000001619e
[linux-diag] retired=2920000 pc=0x0000016c9a
[linux-diag] retired=2930000 pc=0x0000016116
[linux-diag] retired=2940000 pc=0x000001613e
[linux-diag] retired=2950000 pc=0x000001617a
[linux-diag] retired=2960000 pc=0x000001610e
[linux-diag] retired=2970000 pc=0x0000016228
[linux-diag] retired=2980000 pc=0x0000016180
[linux-diag] retired=2990000 pc=0x000000acc6
[linux-diag] retired=3000000 pc=0x0000016146
[linux-diag] retired=3010000 pc=0x0000016166
[linux-diag] retired=3020000 pc=0x0000016186
[linux-diag] retired=3030000 pc=0x000001628c
[linux-diag] retired=3040000 pc=0x0000016714
[linux-diag] retired=3050000 pc=0x00000160e4
[linux-diag] retired=3060000 pc=0x00000161dc
[linux-diag] retired=3070000 pc=0x0000016116
[linux-diag] retired=3080000 pc=0x00000160e8
[linux-diag] retired=3090000 pc=0x00000160be
[linux-diag] retired=3100000 pc=0x00000160da
[linux-diag] retired=3110000 pc=0x00000160ae
[linux-diag] retired=3120000 pc=0x00000160cc
[linux-diag] retired=3130000 pc=0x0000016212
[linux-diag] retired=3140000 pc=0x000001617e
[linux-diag] retired=3150000 pc=0x0000016214
[linux-diag] retired=3160000 pc=0x000001629e
[linux-diag] retired=3170000 pc=0x00000160c4
[linux-diag] retired=3180000 pc=0x0000016b5c
[linux-diag] retired=3190000 pc=0x000001605a
[linux-diag] retired=3200000 pc=0x000001623e
[linux-diag] retired=3210000 pc=0x00000160a4
[linux-diag] retired=3220000 pc=0x0000016122
[linux-diag] retired=3230000 pc=0x0000016298
[linux-diag] retired=3240000 pc=0x00000161de
[linux-diag] retired=3250000 pc=0x000001612a
[linux-diag] retired=3260000 pc=0x00000160b2
[linux-diag] retired=3270000 pc=0x00000161ea
[linux-diag] retired=3280000 pc=0x000000ac66
[linux-diag] retired=3290000 pc=0x000000ac78
[linux-diag] retired=3300000 pc=0x0000016104
[linux-diag] retired=3310000 pc=0x000000ac66
[linux-diag] retired=3320000 pc=0x000000ac68
[linux-diag] retired=3330000 pc=0x000001ae86
[linux-diag] retired=3340000 pc=0x000000ac64
[linux-diag] retired=3350000 pc=0x00000164e8
[linux-diag] retired=3360000 pc=0x000000ac60
[linux-diag] retired=3370000 pc=0x000000ac64
[linux-diag] retired=3380000 pc=0x0000000d9e
[linux-diag] retired=3390000 pc=0x00000160a4
[linux-diag] retired=3400000 pc=0x000000ac68
[linux-diag] retired=3410000 pc=0x000000aca0
[linux-diag] retired=3420000 pc=0x0000016152
[linux-diag] retired=3430000 pc=0x000000ac6c
[linux-diag] retired=3440000 pc=0x00000160ae
[linux-diag] retired=3450000 pc=0x00000162f2
[linux-diag] retired=3460000 pc=0x00000168ca
[linux-diag] retired=3470000 pc=0x0000016846
[linux-diag] retired=3480000 pc=0x0000016108
[linux-diag] retired=3490000 pc=0x000001617a
[linux-diag] retired=3500000 pc=0x00000170c6
[linux-diag] retired=3510000 pc=0x0000016112
[linux-diag] retired=3520000 pc=0x0000016180
[linux-diag] retired=3530000 pc=0x00000160a4
[linux-diag] retired=3540000 pc=0x0000016280
[linux-diag] retired=3550000 pc=0x00000160a4
[linux-diag] retired=3560000 pc=0x00000160ce
[linux-diag] retired=3570000 pc=0x0000016284
[linux-diag] retired=3580000 pc=0x0000016212
[linux-diag] retired=3590000 pc=0x00000160be
[linux-diag] retired=3600000 pc=0x00000160a8
[linux-diag] retired=3610000 pc=0x000001611a
[linux-diag] retired=3620000 pc=0x000001616e
[linux-diag] retired=3630000 pc=0x00000160ce
[linux-diag] retired=3640000 pc=0x00000161fe
[linux-diag] retired=3650000 pc=0x000000acbe
[linux-diag] retired=3660000 pc=0x0000016198
[linux-diag] retired=3670000 pc=0x000001610c
[linux-diag] retired=3680000 pc=0x00000160be
[linux-diag] retired=3690000 pc=0x0000016136
[linux-diag] retired=3700000 pc=0x0000016156
[linux-diag] retired=3710000 pc=0x0000016202
[linux-diag] retired=3720000 pc=0x0000016108
[linux-diag] retired=3730000 pc=0x0000016166
[linux-diag] retired=3740000 pc=0x00000160a4
[linux-diag] retired=3750000 pc=0x0000016190
[linux-diag] retired=3760000 pc=0x00002010be
[linux-diag] retired=3770000 pc=0x00002010b8
[linux-diag] retired=3780000 pc=0x00002010bc
[linux-diag] retired=3790000 pc=0x00002010be
[linux-diag] retired=3800000 pc=0x00002010b8
[linux-diag] retired=3810000 pc=0x00002010bc
[linux-diag] retired=3820000 pc=0x00002010be
[linux-diag] retired=3830000 pc=0x00002010b8
[linux-diag] retired=3840000 pc=0x00002010bc
[linux-diag] retired=3850000 pc=0x0000336fbe
[linux-diag] retired=3860000 pc=0x0000336d6e
[linux-diag] retired=3870000 pc=0x0000336d5c
[linux-diag] retired=3880000 pc=0x000033706c
[linux-diag] retired=3890000 pc=0x000033709e
[linux-diag] retired=3900000 pc=0x0000336f96
[linux-diag] retired=3910000 pc=0x0000336d64
[linux-diag] retired=3920000 pc=0x0000336d68
[linux-diag] retired=3930000 pc=0x0000336f68
[linux-diag] retired=3940000 pc=0x0000301c9e
[linux-diag] retired=3950000 pc=0xff8009ebfe
[linux-diag] retired=3960000 pc=0xff8009ec04
[linux-diag] retired=3970000 pc=0xff8009ec0a
[linux-diag] retired=3980000 pc=0xff8009ebf0
[linux-diag] retired=3990000 pc=0xff8009ebfa
[linux-diag] retired=4000000 pc=0xff8009ec02
[linux-diag] retired=4010000 pc=0xff8009ec08
[linux-diag] retired=4020000 pc=0xff8009ebea
[linux-diag] retired=4030000 pc=0xff800f448c
[linux-diag] retired=4040000 pc=0xff800f41c2
[linux-diag] retired=4050000 pc=0xff800f41de
[linux-diag] retired=4060000 pc=0xff800f41d0
[linux-diag] retired=4070000 pc=0xff800f41cc
[linux-diag] retired=4080000 pc=0xff800f41e0
[linux-diag] retired=4090000 pc=0xff800f43f4
[linux-diag] retired=4100000 pc=0xff800f41cc
[linux-diag] retired=4110000 pc=0xff800f4410
[linux-diag] retired=4120000 pc=0xff800f41ca
[linux-diag] retired=4130000 pc=0xff800f41cc
[linux-diag] retired=4140000 pc=0xff80004bbe
[linux-diag] retired=4150000 pc=0xff800f4434
[linux-diag] retired=4160000 pc=0xff800f4446
[linux-diag] retired=4170000 pc=0xff800f41be
[linux-diag] retired=4180000 pc=0xff800f43f8
[linux-diag] retired=4190000 pc=0xff800f41c2
[linux-diag] retired=4200000 pc=0xff800f41c2
[linux-diag] retired=4210000 pc=0xff800f41de
[linux-diag] retired=4220000 pc=0xff800f4440
[linux-diag] retired=4230000 pc=0xff800f43fa
[linux-diag] retired=4240000 pc=0xff800f41de
[linux-diag] retired=4250000 pc=0xff800fe272
[linux-diag] retired=4260000 pc=0xff80101c98
[linux-diag] retired=4270000 pc=0xff80102034
[linux-diag] retired=4280000 pc=0xff8003097c
[[uart-diag] THR write #1 retired=4288703 data=5b divisor=0036 lcr=03 thre=1 temt=1
[uart-diag] CPU AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #1 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00001
[uart-diag] AXI R #1 data=00000000000000000000002000000000
[uart-diag] CPU AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #2 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #2 data=00000000000000000000002000000000
[uart-diag] CPU AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #3 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #3 data=00000000000000000000002000000000
[uart-diag] CPU AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #4 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #4 data=00000000000000000000002000000000
[uart-diag] HW TX recovered after retired=166 cpu_ar=6 soc_ar=6 apb_lsr=6 axi_r=6
 [uart-diag] THR write #2 retired=4288929 data=20 divisor=0036 lcr=03 thre=1 temt=1
[uart-diag] CPU AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #1 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00001
[uart-diag] AXI R #1 data=00000000000000000000002000000000
[uart-diag] CPU AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #2 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #2 data=00000000000000000000002000000000
[uart-diag] CPU AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #3 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #3 data=00000000000000000000002000000000
[uart-diag] CPU AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #4 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #4 data=00000000000000000000002000000000
[uart-diag] HW TX recovered after retired=166 cpu_ar=6 soc_ar=6 apb_lsr=6 axi_r=6
 [uart-diag] THR write #3 retired=4289155 data=20 divisor=0036 lcr=03 thre=1 temt=1
[uart-diag] CPU AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #1 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00010
[uart-diag] AXI R #1 data=00000000000000000000002000000000
[uart-diag] CPU AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #2 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #2 data=00000000000000000000002000000000
[uart-diag] CPU AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #3 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #3 data=00000000000000000000002000000000
[uart-diag] CPU AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #4 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #4 data=00000000000000000000002000000000
[uart-diag] HW TX recovered after retired=160 cpu_ar=6 soc_ar=6 apb_lsr=6 axi_r=6
 [uart-diag] THR write #4 retired=4289381 data=20 divisor=0036 lcr=03 thre=1 temt=1
[uart-diag] CPU AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #1 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #1 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00001
[uart-diag] AXI R #1 data=00000000000000000000002000000000
[uart-diag] CPU AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #2 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #2 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #2 data=00000000000000000000002000000000
[uart-diag] CPU AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #3 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #3 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #3 data=00000000000000000000002000000000
[uart-diag] CPU AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] SoC AR #4 addr=0010015014 size=2 len=0 cache=0
[uart-diag] APB LSR #4 value=20 thre=1 temt=0 trans_en=0 empty=0 state=00100
[uart-diag] AXI R #4 data=00000000000000000000002000000000
[uart-diag] HW TX recovered after retired=167 cpu_ar=6 soc_ar=6 apb_lsr=6 axi_r=6
